2026-04-08T12:22:23.204205762Z [inf]  ✅ RECOVERY_MIN_SCORE=5
2026-04-08T14:34:26.332812489Z [inf]  ⚠️ POSITION SYNC failed symbol=BINANCE:SOLUSDT err=401 body={"error":"api_key_invalid_or_expired","error_description":"Unauthorized. Invalid or expired api key."}
2026-04-08T14:35:06.090968746Z [inf]  🟦 TICK(3m) BINANCE:SOLUSDT price=82.89 time=2026-04-08T14:35:05.259Z
2026-04-08T14:36:06.097503766Z [inf]  📩 WEBHOOK src=features signal= symbol=BINANCE:SOLUSDT
2026-04-08T14:36:06.097508616Z [inf]  🟩 FEAT rx BINANCE:SOLUSDT close=82.73 ema8=83.33243133914098 ema18=83.67667896786047 ema50=84.09428421688398 rsi=23.463778050083008 atr=0.2732982439731002 atrPct=0.3303496240458119 adx=34.86110707285753 oiTrend=1 oiDeltaBias=1 cvdTrend=-1 liqClusterBelow=0 priceDropPct=-0.2772420443587148 patternAReady=0 patternAWatch=0 rayFresh=0 fwoFresh=0
2026-04-08T14:36:06.097511916Z [inf]  🧭 REGIME BINANCE:SOLUSDT mode=trend conf=0.6
2026-04-08T14:36:06.097514786Z [inf]  🔎 SETUPCHK localLow=82.7300 ema50=84.0943 washout=1 reclaimed=0 rsiUp=0
2026-04-08T14:36:06.097517536Z [inf]  📌 STATE BINANCE:SOLUSDT reg=trend armed=0 type= setupAgeMin=0 score=0 inPos=0 cooldown=0 rayFresh=0 fwoFresh=0
2026-04-08T14:37:26.790895921Z [inf]  🔄 POSITION SYNC start symbol=BINANCE:SOLUSDT reason=interval
2026-04-08T14:37:26.790900510Z [inf]  🔄 3C API GET /v2/smart_trades status=401
2026-04-08T14:37:26.790903920Z [inf]  🔄 3C API body={"error":"api_key_invalid_or_expired","error_description":"Unauthorized. Invalid or expired api key."}
2026-04-08T14:37:26.790907230Z [inf]  ⚠️ POSITION SYNC failed symbol=BINANCE:SOLUSDT err=401 body={"error":"api_key_invalid_or_expired","error_description":"Unauthorized. Invalid or expired api key."}
2026-04-08T14:38:16.580161533Z [inf]  🟦 TICK(3m) BINANCE:SOLUSDT price=83 time=2026-04-08T14:38:16.539Z
2026-04-08T14:39:06.599600077Z [inf]  📩 WEBHOOK src=features signal= symbol=BINANCE:SOLUSDT
2026-04-08T14:39:06.599607637Z [inf]  🟩 FEAT rx BINANCE:SOLUSDT close=83.09 ema8=83.27855770822076 ema18=83.61492328703305 ema50=84.05490052210422 rsi=34.578951295577994 atr=0.2894912265464501 atrPct=0.348406819769467 adx=36.54630164657902 oiTrend=1 oiDeltaBias=1 cvdTrend=-1 liqClusterBelow=0 priceDropPct=0.4351504895443 patternAReady=0 patternAWatch=0 rayFresh=0 fwoFresh=0
2026-04-08T14:39:06.599612827Z [inf]  🧭 REGIME BINANCE:SOLUSDT mode=trend conf=0.6
2026-04-08T14:39:06.599616516Z [inf]  🔎 SETUPCHK localLow=82.7300 ema50=84.0549 washout=1 reclaimed=0 rsiUp=1
2026-04-08T14:39:06.599620016Z [inf]  📌 STATE BINANCE:SOLUSDT reg=trend armed=0 type= setupAgeMin=0 score=0 inPos=0 cooldown=0 rayFresh=0 fwoFresh=0
2026-04-08T14:39:56.754295111Z [inf]  🟦 LIVE TICKS BINANCE:SOLUSDT count=550 px=83.04
2026-04-08T14:40:26.434734768Z [inf]  🔄 POSITION SYNC start symbol=BINANCE:SOLUSDT reason=interval
2026-04-08T14:40:26.434740508Z [inf]  🔄 3C API GET /v2/smart_trades status=401
2026-04-08T14:40:26.434751067Z [inf]  🔄 3C API body={"error":"api_key_invalid_or_expired","error_description":"Unauthorized. Invalid or expired api key."}
2026-04-08T14:40:26.434754897Z [inf]  ⚠️ POSITION SYNC failed symbol=BINANCE:SOLUSDT err=401 body={"error":"api_key_invalid_or_expired","error_description":"Unauthorized. Invalid or expired api key."}
2026-04-08T14:41:26.440294278Z [inf]  🟦 TICK(3m) BINANCE:SOLUSDT price=83.02 time=2026-04-08T14:41:17.725Z
2026-04-08T14:42:06.446170870Z [inf]  📩 WEBHOOK src=features signal= symbol=BINANCE:SOLUSDT
2026-04-08T14:42:06.446189900Z [inf]  🟩 FEAT rx BINANCE:SOLUSDT close=83.04 ema8=83.2255448841717 ema18=83.55440504629273 ema50=84.01510050162955 rsi=33.84379371138172 atr=0.2788132817931323 atrPct=0.3357578056275677 adx=38.11112517932039 oiTrend=0 oiDeltaBias=-1 cvdTrend=-1 liqClusterBelow=0 priceDropPct=-0.0601757130821966 patternAReady=0 patternAWatch=0 rayFresh=0 fwoFresh=0
2026-04-08T14:42:06.446195730Z [inf]  🧭 REGIME BINANCE:SOLUSDT mode=trend conf=0.6
2026-04-08T14:42:06.446201049Z [inf]  🔎 SETUPCHK localLow=82.7300 ema50=84.0151 washout=1 reclaimed=0 rsiUp=0
2026-04-08T14:42:06.446206959Z [inf]  📌 STATE BINANCE:SOLUSDT reg=trend armed=0 type= setupAgeMin=0 score=0 inPos=0 cooldown=0 rayFresh=0 fwoFresh=0
2026-04-08T14:43:26.798737964Z [inf]  🔄 3C API GET /v2/smart_trades status=401
2026-04-08T14:43:26.798744614Z [inf]  🔄 3C API body={"error":"api_key_invalid_or_expired","error_description":"Unauthorized. Invalid or expired api key."}
2026-04-08T14:43:26.798748164Z [inf]  ⚠️ POSITION SYNC failed symbol=BINANCE:SOLUSDT err=401 body={"error":"api_key_invalid_or_expired","error_description":"Unauthorized. Invalid or expired api key."}
2026-04-08T14:43:26.798779754Z [inf]  🔄 POSITION SYNC start symbol=BINANCE:SOLUSDT reason=interval
